"name","date","tas","pr"
"Teomim",2020-12-11,288.9,0
"Teomim",2020-12-12,290.1,0
"Teomim",2020-12-13,292.4,0
"Teomim",2020-12-14,292.9,14.2
"Teomim",2020-12-15,288.3,3.7
"Teomim",2020-12-16,286.4,23.8
"Teomim",2020-12-17,286.8,12.3
"Teomim",2020-12-18,286.8,0.5
"Teomim",2020-12-19,287,0
"Teomim",2020-12-20,287.2,0
"Teomim",2020-12-21,287.8,0
"Teomim",2020-12-22,286.9,0.3
"Teomim",2020-12-23,287.3,4
"Teomim",2020-12-24,285.5,2.9
"Teomim",2020-12-25,286.1,0
"Teomim",2020-12-26,287.5,0
"Teomim",2020-12-27,286.5,0
"Teomim",2020-12-28,285.6,0
"Teomim",2020-12-29,286.2,0
"Teomim",2020-12-30,286.8,0
"Teomim",2020-12-31,287.4,0
"Teomim",2021-01-01,287.6,NA
"Teomim",2021-01-02,287.6,NA
"Teomim",2021-01-03,287.9,NA
"Teomim",2021-01-04,288.8,NA
"Teomim",2021-01-05,289.1,NA
"Teomim",2021-01-06,289.6,NA
"Teomim",2021-01-07,289.6,NA
"Teomim",2021-01-08,289.1,NA
"Teomim",2021-01-09,289.3,NA
"Teomim",2021-01-10,288.7,NA
"Teomim",2021-01-11,289.8,NA
"Teomim",2021-01-12,291.7,NA
"Teomim",2021-01-13,291.4,NA
"Teomim",2021-01-14,286.1,NA
"Teomim",2021-01-15,284.9,NA
"Teomim",2021-01-16,284.8,NA
"Teomim",2021-01-17,285.7,NA
"Teomim",2021-01-18,283.6,NA
"Teomim",2021-01-19,284,NA
"Teomim",2021-01-20,282,NA
"Teomim",2021-01-21,281.9,NA
"Teomim",2021-01-22,283,NA
"Teomim",2021-01-23,283.8,NA
"Teomim",2021-01-24,284,NA
"Teomim",2021-01-25,283.7,NA
"Teomim",2021-01-26,285,NA
"Teomim",2021-01-27,287.3,NA
"Teomim",2021-01-28,284.7,NA
"Teomim",2021-01-29,282.8,NA
"Teomim",2021-01-30,283.6,NA
"Teomim",2021-01-31,286.5,NA
"Teomim",2021-02-01,288.8,NA
"Teomim",2021-02-02,290.9,NA
"Teomim",2021-02-03,291.2,NA
"Teomim",2021-02-04,287.2,NA
"Teomim",2021-02-05,286.9,NA
"Teomim",2021-02-06,287.5,NA
"Teomim",2021-02-07,286.9,NA
"Teomim",2021-02-08,290.2,NA
"Teomim",2021-02-09,291.4,NA
"Teomim",2021-02-10,288.7,NA
"Teomim",2021-02-11,287.9,NA
"Teomim",2021-02-12,287.1,NA
"Teomim",2021-02-13,286.2,NA
"Teomim",2021-02-14,287.6,NA
"Teomim",2021-02-15,286.3,NA
"Teomim",2021-02-16,285,NA
"Teomim",2021-02-17,279.5,NA
"Teomim",2021-02-18,280.5,NA
"Teomim",2021-02-19,281.6,NA
"Teomim",2021-02-20,282.4,NA
"Teomim",2021-02-21,283,NA
"Teomim",2021-02-22,285,NA
"Teomim",2021-02-23,286.8,NA
"Teomim",2021-02-24,286.5,NA
"Teomim",2021-02-25,285.8,NA
"Teomim",2021-02-26,286.8,NA
"Teomim",2021-02-27,288.3,NA
"Teomim",2021-02-28,286.2,NA
"Teomim",2021-03-01,285,NA
"Teomim",2021-03-02,285,NA
"Teomim",2021-03-03,284.2,NA
"Teomim",2021-03-04,282.7,NA
"Teomim",2021-03-05,285.1,NA
"Teomim",2021-03-06,286.6,NA
"Tzruya",2019-11-14,297.9,0.5
"Tzruya",2019-11-15,295.7,2.2
"Tzruya",2019-11-16,292.6,2.3
"Tzruya",2019-11-17,292.2,0
"Tzruya",2019-11-18,289.3,0
"Tzruya",2019-11-19,289.1,0
"Tzruya",2019-11-20,289,0
"Tzruya",2019-11-21,290.3,0
"Tzruya",2019-11-22,292,0
"Tzruya",2019-11-23,291.1,0
"Tzruya",2019-11-24,291.9,0
"Tzruya",2019-11-25,292.7,0
"Tzruya",2019-11-26,295.5,0.3
"Tzruya",2019-11-27,293.1,0
"Tzruya",2019-11-28,291.3,0
"Tzruya",2019-11-29,292,0
"Tzruya",2019-11-30,292,0
"Tzruya",2019-12-01,291.8,0.2
"Tzruya",2019-12-02,291.3,2
"Tzruya",2019-12-03,289.7,0
"Tzruya",2019-12-04,290,0
"Tzruya",2019-12-05,291,1.4
"Tzruya",2019-12-06,289.6,3.1
"Tzruya",2019-12-07,288.7,0.4
"Tzruya",2019-12-08,289,13.1
"Tzruya",2019-12-09,289.1,12.2
"Tzruya",2019-12-10,289.6,1.4
"Tzruya",2019-12-11,290.4,0
"Tzruya",2019-12-12,289.7,0.7
"Tzruya",2019-12-13,287.7,0
"Tzruya",2019-12-14,288.3,0
"Tzruya",2019-12-15,288.1,0.9
"Tzruya",2019-12-16,288.2,0
"Tzruya",2019-12-17,287.8,0
"Tzruya",2019-12-18,288.7,0
"Tzruya",2019-12-19,287.9,0
"Tzruya",2019-12-20,287.7,0
"Tzruya",2019-12-21,287.9,0
"Tzruya",2019-12-22,288.1,0.2
"Tzruya",2019-12-23,289.2,0
"Tzruya",2019-12-24,289.4,0
"Tzruya",2019-12-25,288.6,0.7
"Tzruya",2019-12-26,287.9,12
"Tzruya",2019-12-27,286,7.7
"Tzruya",2019-12-28,286.5,0.7
"Tzruya",2019-12-29,287.4,0
"Tzruya",2019-12-30,287.5,0
"Tzruya",2019-12-31,285.8,0
"Tzruya",2020-01-01,286.3,0.2
"Tzruya",2020-01-02,287.1,0.8
"Tzruya",2020-01-03,286.6,0.2
"Tzruya",2020-01-04,284.9,3.1
"Tzruya",2020-01-05,285.9,NA
"Tzruya",2020-01-06,286.1,0
"Tzruya",2020-01-07,286.8,0.2
"Tzruya",2020-01-08,285.2,7.7
"Tzruya",2020-01-09,284.7,5.8
"Tzruya",2020-01-10,283.4,8.1
"Tzruya",2020-01-11,284.6,0.2
"Tzruya",2020-01-12,286,0
"Tzruya",2020-01-13,286.5,1.2
"Tzruya",2020-01-14,286.8,0.4
"Tzruya",2020-01-15,288,0
"Tzruya",2020-01-16,288.6,0.8
"Tzruya",2020-01-17,287.5,5.4
"Tzruya",2020-01-18,286.7,16.8
"Tzruya",2020-01-19,286.6,3.9
"Tzruya",2020-01-20,285.5,12
"Tzruya",2020-01-21,283,20.1
"Tzruya",2020-01-22,282.9,8.3
"Tzruya",2020-01-23,284.4,0.8
"Tzruya",2020-01-24,283.9,17.6
"Tzruya",2020-01-25,283,0
"Tzruya",2020-01-26,284.3,0
"Tzruya",2020-01-27,285,0
"Tzruya",2020-01-28,286.8,0.4
"Tzruya",2020-01-29,286.4,2.5
"Tzruya",2020-01-30,286.6,0
"Tzruya",2020-01-31,285.8,2.3
"Tzruya",2020-02-01,285.3,0.6
"Tzruya",2020-02-02,286.7,0.6
"Tzruya",2020-02-03,287.5,0
"Tzruya",2020-02-04,286.8,0.5
"Tzruya",2020-02-05,288,0
"Tzruya",2020-02-06,289.6,0
"Tzruya",2020-02-07,286.3,3.3
"Tzruya",2020-02-08,284.4,7.1
"Tzruya",2020-02-09,282.7,4.4
"Tzruya",2020-02-10,281.6,1.6
"Tzruya",2020-02-11,283.8,1.3
"Tzruya",2020-02-12,287.2,0.2
"Tzruya",2020-02-13,288.3,0
"Tzruya",2020-02-14,287.7,0
"Tzruya",2020-02-15,288.7,0
"Tzruya",2020-02-16,287.9,3.3
"Tzruya",2020-02-17,287.1,0.6
"Tzruya",2020-02-18,288.3,0.3
"Tzruya",2020-02-19,287.2,4.9
"Tzruya",2020-02-20,287.4,1.9
"Tzruya",2020-02-21,288.1,0.5
"Tzruya",2020-02-22,287.1,0.9
"Tzruya",2020-02-23,287.2,0
"Tzruya",2020-02-24,286.9,2.4
"Tzruya",2020-02-25,287.2,7.4
"Tzruya",2020-02-26,287.8,0.8
"Tzruya",2020-02-27,288.7,0
"Tzruya",2020-02-28,290.5,0
"Tzruya",2020-02-29,288.8,4.1
"Tzruya",2020-03-01,287.7,2
"Tzruya",2020-03-02,287.7,NA
"Tzruya",2020-03-03,288.1,0
"Tzruya",2020-03-04,290.9,0
"Tzruya",2020-03-05,293.1,0
"Tzruya",2020-03-06,288.1,7.6
"Tzruya",2020-03-07,288.7,0.7
"Tzruya",2020-03-08,290.2,0
"Tzruya",2020-03-09,292.9,0
"Tzruya",2020-03-10,291,0
"Tzruya",2020-03-11,291.8,0
"Tzruya",2020-03-12,294.5,5
"Tzruya",2020-03-13,288.9,24.1
"Tzruya",2020-03-14,289.3,11.7
"Tzruya",2020-03-15,290.2,0.5
"Tzruya",2020-03-16,292.1,0
"Tzruya",2020-03-17,288.6,8.9
"Tzruya",2020-03-18,286.7,3.3
"Tzruya",2020-03-19,286.8,0.9
"Tzruya",2020-03-20,284.8,10.3
"Tzruya",2020-03-21,284.1,2.8
"Tzruya",2020-03-22,286.6,0
"Tzruya",2020-03-23,290.4,0.1
"Tzruya",2020-03-24,292.6,0
"Tzruya",2020-03-25,289.9,0.3
"Tzruya",2020-03-26,290.9,0.1
"Tzruya",2020-03-27,293.3,0.3
"Tzruya",2020-03-28,290.6,0.7
"Tzruya",2020-03-29,290.4,0.1
"Tzruya",2020-03-30,293.2,0
"Tzruya",2020-03-31,294.6,0.1
"Tzruya",2020-04-01,290.6,0.9
"Tzruya",2020-04-02,290.6,0
"Tzruya",2020-04-03,291.6,0
"Tzruya",2020-04-04,294.5,0
"Tzruya",2020-04-05,295.8,NA
"Tzruya",2020-04-06,292,0.1
"Tzruya",2020-04-07,290.8,0.3
"Tzruya",2020-04-08,289.8,0.2
"Tzruya",2020-04-09,290,0.1
"Tzruya",2020-04-10,288.6,4.4
"Tzruya",2020-04-11,289.2,1.4
"Tzruya",2020-04-12,290.2,0
"Tzruya",2020-04-13,291.1,0
"Tzruya",2020-04-14,292.9,0.1
"Tzruya",2020-04-15,294.5,0
"Tzruya",2020-04-16,294.8,1
"Tzruya",2020-04-17,291.6,0.5
"Tzruya",2020-04-18,294.2,0
"Tzruya",2020-04-19,296.8,0
"Tzruya",2020-04-20,297.8,0
"Tzruya",2020-04-21,298,0
"Tzruya",2020-04-22,300.2,0
"Tzruya",2020-04-23,295.4,0.1
"Tzruya",2020-04-24,295.9,0
"Tzruya",2020-04-25,292.5,0.9
"Tzruya",2020-04-26,292.2,0.2
"Tzruya",2020-04-27,294,0
"Tzruya",2020-04-28,294.8,0
"Tzruya",2020-04-29,293,0
"Tzruya",2020-04-30,293.4,0
"Tzruya",2020-05-01,295.9,0
"Tzruya",2020-05-02,295.9,NA
"Tzruya",2020-05-03,296.6,0
"Tzruya",2020-05-04,296.4,0
"Tzruya",2020-05-05,293.8,2.2
"Tzruya",2020-05-06,293,0.7
"Tzruya",2020-05-07,294.8,0
"Tzruya",2020-05-08,298.3,0
"Tzruya",2020-05-09,295.3,0.3
"Tzruya",2020-05-10,295,0
"Tzruya",2020-05-11,296.4,0
"Tzruya",2020-05-12,299.1,0
"Tzruya",2020-05-13,301.7,0
"Tzruya",2020-05-14,302.6,0
"Tzruya",2020-05-15,303.1,0
"Tzruya",2020-05-16,304.6,0
"Tzruya",2020-05-17,305.2,0
"Tzruya",2020-05-18,306,0
"Tzruya",2020-05-19,305.9,0
"Tzruya",2020-05-20,305.9,0
"Tzruya",2020-05-21,305.9,0
"Tzruya",2020-05-22,303.2,0
"Tzruya",2020-05-23,297.3,0
"Tzruya",2020-05-24,294.4,0.4
"Tzruya",2020-05-25,295.2,0
"Tzruya",2020-05-26,298.2,0
"Tzruya",2020-05-27,298.6,0
"Tzruya",2020-05-28,296.3,0
"Tzruya",2020-05-29,294.8,0
"Tzruya",2020-05-30,295.1,0
"Tzruya",2020-05-31,296.1,0
"Tzruya",2020-06-01,298.3,0
"Tzruya",2020-06-02,299.9,NA
"Tzruya",2020-06-03,297.8,0
"Tzruya",2020-06-04,299.2,0
"Tzruya",2020-06-05,300.1,0
"Tzruya",2020-06-06,301.9,0
"Tzruya",2020-06-07,303.1,0
"Tzruya",2020-06-08,302.6,0
"Tzruya",2020-06-09,300.7,0
"Tzruya",2020-06-10,300.4,0
"Tzruya",2020-06-11,300.8,0
"Tzruya",2020-06-12,300,0
"Tzruya",2020-06-13,302.6,0.1
"Tzruya",2020-06-14,299.8,0
"Tzruya",2020-06-15,298.4,0
"Tzruya",2020-06-16,299.8,0
"Tzruya",2020-06-17,302.4,0
"Tzruya",2020-06-18,301,0
"Tzruya",2020-06-19,298.8,0.1
"Tzruya",2020-06-20,299.8,0.2
"Tzruya",2020-06-21,301.7,0
"Tzruya",2020-06-22,303,0
"Tzruya",2020-06-23,301.2,0
"Tzruya",2020-06-24,299.3,0
"Tzruya",2020-06-25,299.3,0.1
"Tzruya",2020-06-26,300.9,0
"Tzruya",2020-06-27,302.6,0
"Tzruya",2020-06-28,303,0
"Tzruya",2020-06-29,302.3,0
"Tzruya",2020-06-30,301.5,0
"Tzruya",2020-07-01,302.1,0
"Tzruya",2020-07-02,302.7,0
"Tzruya",2020-07-03,304,0
"Tzruya",2020-07-04,303.7,0
"Tzruya",2020-07-05,302.9,0
"Tzruya",2020-07-06,302.3,0
"Tzruya",2020-07-07,302.6,0
"Tzruya",2020-07-08,302.4,0
"Tzruya",2020-07-09,301.9,0
"Tzruya",2020-07-10,302.2,0
"Tzruya",2020-07-11,302.8,0
"Tzruya",2020-07-12,302.9,0
"Tzruya",2020-07-13,302.7,0
"Tzruya",2020-07-14,303.6,0
"Tzruya",2020-07-15,304.2,0
"Tzruya",2020-07-16,302.9,0
"Tzruya",2020-07-17,302.1,0
"Tzruya",2020-07-18,302.4,0
"Tzruya",2020-07-19,304,0
"Tzruya",2020-07-20,304.6,0
"Tzruya",2020-07-21,303.6,0
"Tzruya",2020-07-22,303.5,0
"Tzruya",2020-07-23,304.2,0
"Tzruya",2020-07-24,304,0
"Tzruya",2020-07-25,304,0
"Tzruya",2020-07-26,304.8,0
"Tzruya",2020-07-27,305.8,0
"Tzruya",2020-07-28,305.6,0
"Tzruya",2020-07-29,306.3,0
"Tzruya",2020-07-30,306.2,0
"Tzruya",2020-07-31,305.2,0
"Tzruya",2020-08-01,305,0
"Tzruya",2020-08-02,304.3,0
"Tzruya",2020-08-03,304.2,0
"Tzruya",2020-08-04,303.4,0
"Tzruya",2020-08-05,302.9,0
"Tzruya",2020-08-06,303.5,0
"Tzruya",2020-08-07,304.6,0
"Tzruya",2020-08-08,303.9,0
"Tzruya",2020-08-09,302.3,0.2
"Tzruya",2020-08-10,302,0
"Tzruya",2020-08-11,302,0
"Tzruya",2020-08-12,302.4,0.1
"Tzruya",2020-08-13,303.3,0
"Tzruya",2020-08-14,303.9,0
"Tzruya",2020-08-15,303.9,0
"Tzruya",2020-08-16,303.8,0
"Tzruya",2020-08-17,303.9,0
"Tzruya",2020-08-18,303.4,0
"Tzruya",2020-08-19,303,0
"Tzruya",2020-08-20,303,0
"Tzruya",2020-08-21,302.1,0
"Tzruya",2020-08-22,302.2,0
"Tzruya",2020-08-23,302.7,0
"Tzruya",2020-08-24,303.4,0
"Tzruya",2020-08-25,303.2,0
"Tzruya",2020-08-26,302.8,0
"Tzruya",2020-08-27,301.6,0
"Tzruya",2020-08-28,302.2,0
"Tzruya",2020-08-29,304.9,0
"Tzruya",2020-08-30,305.5,0
"Tzruya",2020-08-31,306.1,0
"Tzruya",2020-09-01,305.1,0
"Tzruya",2020-09-02,304.7,0
"Tzruya",2020-09-03,306.3,0
"Tzruya",2020-09-04,308.6,0
"Tzruya",2020-09-05,307.7,0
"Tzruya",2020-09-06,306,0
"Tzruya",2020-09-07,305.9,0
"Tzruya",2020-09-08,305.8,0
"Tzruya",2020-09-09,305.4,0
"Tzruya",2020-09-10,306.6,0
"Tzruya",2020-09-11,306.2,0.2
"Tzruya",2020-09-12,305.2,0
"Tzruya",2020-09-13,303.8,0
"Tzruya",2020-09-14,302.7,0
"Tzruya",2020-09-15,303.6,0
"Tzruya",2020-09-16,304.5,0
"Tzruya",2020-09-17,304.7,0
"Tzruya",2020-09-18,304.5,0
"Tzruya",2020-09-19,304.5,0
"Tzruya",2020-09-20,304.3,0
"Tzruya",2020-09-21,302.8,0
"Tzruya",2020-09-22,301.6,0
"Tzruya",2020-09-23,301.2,0
"Tzruya",2020-09-24,300.8,0
"Tzruya",2020-09-25,300.4,0
"Tzruya",2020-09-26,300.5,0.1
"Tzruya",2020-09-27,301.4,0
"Tzruya",2020-09-28,303.9,0
"Tzruya",2020-09-29,303.8,0
"Tzruya",2020-09-30,303.8,0
"Tzruya",2020-10-01,302.2,0.3
"Tzruya",2020-10-02,299.8,0
"Tzruya",2020-10-03,299,0
"Tzruya",2020-10-04,298.7,0
"Tzruya",2020-10-05,300.1,0
"Tzruya",2020-10-06,301.5,0
"Tzruya",2020-10-07,302.5,0
"Tzruya",2020-10-08,303.4,0
"Tzruya",2020-10-09,304.2,0
"Tzruya",2020-10-10,302,0
"Tzruya",2020-10-11,299.9,0
"Tzruya",2020-10-12,299.8,0
"Tzruya",2020-10-13,299.1,0
"Tzruya",2020-10-14,298.5,0
"Tzruya",2020-10-15,299.3,0
"Tzruya",2020-10-16,298.3,0
"Tzruya",2020-10-17,298.3,0
"Tzruya",2020-10-18,300,0
"Tzruya",2020-10-19,300.5,0
"Tzruya",2020-10-20,300.5,0.2
"Tzruya",2020-10-21,299.6,0
"Tzruya",2020-10-22,299.9,0
"Tzruya",2020-10-23,300.2,0
"Tzruya",2020-10-24,301.3,0
"Tzruya",2020-10-25,299.9,0.1
"Tzruya",2020-10-26,299.2,0
"Tzruya",2020-10-27,299.9,0
"Tzruya",2020-10-28,299.6,0
"Tzruya",2020-10-29,299.6,0
"Tzruya",2020-10-30,299.6,0
"Tzruya",2020-10-31,298.8,0.1
"Tzruya",2020-11-01,297,8.7
"Tzruya",2020-11-02,295.7,4.2
"Tzruya",2020-11-03,295.5,1.6
"Tzruya",2020-11-04,294.4,3.4
"Tzruya",2020-11-05,293,NA
"Tzruya",2020-11-06,293,0.8
"Tzruya",2020-11-07,294.3,0
"Tzruya",2020-11-08,294.8,0
"Tzruya",2020-11-09,294.4,2.9
"Tzruya",2020-11-10,294.7,0.5
"Tzruya",2020-11-11,294.1,1.6
"Tzruya",2020-11-12,294,0.5
"Tzruya",2020-11-13,294.4,0
"Tzruya",2020-11-14,294.5,2.9
"Tzruya",2020-11-15,292.2,5.8
"Tzruya",2020-11-16,291.9,1.3
"Tzruya",2020-11-17,292.4,0
"Tzruya",2020-11-18,292.7,0
"Tzruya",2020-11-19,293,0
"Ureide",2019-11-21,289.3,0
"Ureide",2019-11-22,290.9,0
"Ureide",2019-11-23,290,0
"Ureide",2019-11-24,290.9,0
"Ureide",2019-11-25,291.9,0
"Ureide",2019-11-26,294.6,0.2
"Ureide",2019-11-27,292,0
"Ureide",2019-11-28,290.3,0
"Ureide",2019-11-29,290.9,0
"Ureide",2019-11-30,291,0
"Ureide",2019-12-01,291.1,0.2
"Ureide",2019-12-02,290.8,1.8
"Ureide",2019-12-03,288.6,0
"Ureide",2019-12-04,288.8,0
"Ureide",2019-12-05,290.2,1.2
"Ureide",2019-12-06,289.2,2.7
"Ureide",2019-12-07,287.9,0.2
"Ureide",2019-12-08,288.1,12.9
"Ureide",2019-12-09,288.4,11.5
"Ureide",2019-12-10,288.7,1.1
"Ureide",2019-12-11,289.3,0
"Ureide",2019-12-12,288.6,0.5
"Ureide",2019-12-13,286.6,0
"Ureide",2019-12-14,286.9,0
"Ureide",2019-12-15,286.7,1.2
"Ureide",2019-12-16,286.8,0
"Ureide",2019-12-17,286.5,0
"Ureide",2019-12-18,287.5,0
"Ureide",2019-12-19,286.8,0
"Ureide",2019-12-20,286.6,0
"Ureide",2019-12-21,286.7,0
"Ureide",2019-12-22,287,0
"Ureide",2019-12-23,288,0
"Ureide",2019-12-24,288.2,0
"Ureide",2019-12-25,288,0.7
"Ureide",2019-12-26,287.2,11.2
"Ureide",2019-12-27,285.2,6.7
"Ureide",2019-12-28,285.3,0.5
"Ureide",2019-12-29,286.1,0
"Ureide",2019-12-30,286.2,0
"Ureide",2019-12-31,284.4,0
"Ureide",2020-01-01,285.1,0
"Ureide",2020-01-02,286.3,0.4
"Ureide",2020-01-03,285.5,0.2
"Ureide",2020-01-04,284,3.2
"Ureide",2020-01-05,284.9,NA
"Ureide",2020-01-06,285.2,0
"Ureide",2020-01-07,285.7,0.2
"Ureide",2020-01-08,284.5,8.1
"Ureide",2020-01-09,284,5.8
"Ureide",2020-01-10,282.8,9
"Ureide",2020-01-11,283.8,0.2
"Ureide",2020-01-12,285,0
"Ureide",2020-01-13,285.8,1.1
"Ureide",2020-01-14,285.9,0.2
"Ureide",2020-01-15,287.4,0
"Ureide",2020-01-16,288.1,0.9
"Ureide",2020-01-17,286.8,6.2
"Ureide",2020-01-18,286,19.2
"Ureide",2020-01-19,286,3.6
"Ureide",2020-01-20,284.7,11.1
"Ureide",2020-01-21,282.2,20.9
"Ureide",2020-01-22,282,9.6
"Ureide",2020-01-23,283.5,0.6
"Ureide",2020-01-24,282.9,17.3
"Ureide",2020-01-25,281.8,0
"Ureide",2020-01-26,283.1,0
"Ureide",2020-01-27,283.9,0
"Ureide",2020-01-28,285.9,0.4
"Ureide",2020-01-29,285.8,2.3
"Ureide",2020-01-30,285.8,0
"Ureide",2020-01-31,285.1,2.3
"Ureide",2020-02-01,284.7,0.5
"Ureide",2020-02-02,286,0.5
"Ureide",2020-02-03,286.6,0
"Ureide",2020-02-04,286.1,0.5
"Ureide",2020-02-05,287.1,0
"Ureide",2020-02-06,288.7,0
"Ureide",2020-02-07,285.3,3.2
"Ureide",2020-02-08,283.6,7
"Ureide",2020-02-09,281.9,4.5
"Ureide",2020-02-10,280.9,1.4
"Ureide",2020-02-11,283,0.8
"Ureide",2020-02-12,286.4,0.2
"Ureide",2020-02-13,287.5,0
"Ureide",2020-02-14,287.1,0
"Ureide",2020-02-15,288.2,0
"Ureide",2020-02-16,287.2,4.3
"Ureide",2020-02-17,286.6,0.6
"Ureide",2020-02-18,287.9,0.3
"Ureide",2020-02-19,286.6,5.9
"Ureide",2020-02-20,286.6,1.8
"Ureide",2020-02-21,287.3,0.5
"Ureide",2020-02-22,286.3,0.8
"Ureide",2020-02-23,286.3,0.2
"Ureide",2020-02-24,286.1,2.6
"Ureide",2020-02-25,286.5,8
"Ureide",2020-02-26,287.2,0.5
"Ureide",2020-02-27,288,0
"Ureide",2020-02-28,290,0
"Ureide",2020-02-29,288.1,3.8
"Ureide",2020-03-01,287.1,1.8
"Ureide",2020-03-02,286.9,NA
"Ureide",2020-03-03,287.6,0
"Ureide",2020-03-04,290.7,0
"Ureide",2020-03-05,293.1,0
"Ureide",2020-03-06,287.5,8.8
"Ureide",2020-03-07,288.1,0.4
"Ureide",2020-03-08,289.7,0
"Ureide",2020-03-09,292.5,0
"Ureide",2020-03-10,290.5,0
"Ureide",2020-03-11,291.6,0.1
"Ureide",2020-03-12,294.1,6.7
"Ureide",2020-03-13,288.2,24.4
"Ureide",2020-03-14,288.7,11.9
"Ureide",2020-03-15,289.6,0.3
"Ureide",2020-03-16,291.5,0
"Ureide",2020-03-17,288,9.5
"Ureide",2020-03-18,285.9,2.8
"Ureide",2020-03-19,286.1,0.8
"Ureide",2020-03-20,284.2,11.2
"Ureide",2020-03-21,283.3,3.4
"Ureide",2020-03-22,285.9,0
"Ureide",2020-03-23,289.7,0.1
"Ureide",2020-03-24,291.7,0
"Ureide",2020-03-25,289.2,0.1
"Ureide",2020-03-26,290.5,0.1
"Ureide",2020-03-27,293,0.4
"Ureide",2020-03-28,290.1,0.7
"Ureide",2020-03-29,289.8,0
"Ureide",2020-03-30,292.8,0
"Ureide",2020-03-31,294.5,0.1
"Ureide",2020-04-01,289.9,0.8
"Ureide",2020-04-02,289.9,0
"Ureide",2020-04-03,291.2,0
"Ureide",2020-04-04,294.2,0
"Ureide",2020-04-05,295.6,NA
"Ureide",2020-04-06,291.7,0.1
"Ureide",2020-04-07,290.5,0.2
"Ureide",2020-04-08,289.2,0.2
"Ureide",2020-04-09,289.3,0.1
"Ureide",2020-04-10,288.1,5
"Ureide",2020-04-11,288.5,1.8
"Ureide",2020-04-12,289.4,0
"Ureide",2020-04-13,290.5,0
"Ureide",2020-04-14,292.4,0.1
"Ureide",2020-04-15,293.9,0
"Ureide",2020-04-16,294.1,1.2
"Ureide",2020-04-17,291,0.5
"Ureide",2020-04-18,293.8,0
"Ureide",2020-04-19,296.6,0
"Ureide",2020-04-20,297.5,0
"Ureide",2020-04-21,297.9,0
"Ureide",2020-04-22,300.1,0
"Ureide",2020-04-23,295,0
"Ureide",2020-04-24,295.5,0
"Ureide",2020-04-25,292.1,0.8
"Ureide",2020-04-26,291.8,0.1
"Ureide",2020-04-27,293.4,0
"Ureide",2020-04-28,294.3,0
"Ureide",2020-04-29,292.5,0
"Ureide",2020-04-30,293,0
"Ureide",2020-05-01,295.5,0
"Ureide",2020-05-02,295.2,NA
"Ureide",2020-05-03,296.1,0
"Ureide",2020-05-04,296.1,0
"Ureide",2020-05-05,293.2,2.5
"Ureide",2020-05-06,292.3,0.5
"Ureide",2020-05-07,294.3,0
"Ureide",2020-05-08,297.9,0
"Ureide",2020-05-09,294.9,0.3
"Ureide",2020-05-10,294.7,0
"Ureide",2020-05-11,296.2,0
"Ureide",2020-05-12,299.1,0
"Ureide",2020-05-13,301.6,0
"Ureide",2020-05-14,302.6,0
"Ureide",2020-05-15,303.4,0
"Ureide",2020-05-16,305,0
"Ureide",2020-05-17,305.6,0
"Ureide",2020-05-18,306.5,0
"Ureide",2020-05-19,306.3,0
"Ureide",2020-05-20,306.1,0
"Ureide",2020-05-21,306,0
"Ureide",2020-05-22,302.8,0
"Ureide",2020-05-23,296.9,0
"Ureide",2020-05-24,293.8,0.3
"Ureide",2020-05-25,294.8,0
"Ureide",2020-05-26,297.7,0
"Ureide",2020-05-27,298.2,0
"Ureide",2020-05-28,296,0
"Ureide",2020-05-29,294.5,0
"Ureide",2020-05-30,294.8,0
"Ureide",2020-05-31,295.8,0
"Ureide",2020-06-01,298.2,0
"Ureide",2020-06-02,299.5,NA
"Ureide",2020-06-03,297.4,0
"Ureide",2020-06-04,299,0
"Ureide",2020-06-05,300,0
"Ureide",2020-06-06,301.8,0
"Ureide",2020-06-07,303.1,0
"Ureide",2020-06-08,302.5,0
"Ureide",2020-06-09,300.5,0
"Ureide",2020-06-10,300.3,0
"Ureide",2020-06-11,300.5,0
"Ureide",2020-06-12,299.7,0
"Ureide",2020-06-13,302.2,0.1
"Ureide",2020-06-14,299.5,0
"Ureide",2020-06-15,298.2,0
"Ureide",2020-06-16,299.7,0
"Ureide",2020-06-17,302.4,0
"Ureide",2020-06-18,300.5,0
"Ureide",2020-06-19,298.5,0.1
"Ureide",2020-06-20,299.5,0.2
"Ureide",2020-06-21,301.7,0
"Ureide",2020-06-22,302.5,0
"Ureide",2020-06-23,300.9,0
"Ureide",2020-06-24,299.2,0
"Ureide",2020-06-25,299.1,0
"Ureide",2020-06-26,300.8,0
"Ureide",2020-06-27,302.4,0
"Ureide",2020-06-28,302.7,0
"Ureide",2020-06-29,302,0
"Ureide",2020-06-30,301.1,0
"Ureide",2020-07-01,301.8,0
"Ureide",2020-07-02,302.4,0
"Ureide",2020-07-03,303.7,0
"Ureide",2020-07-04,303.4,0
"Ureide",2020-07-05,302.4,0
"Ureide",2020-07-06,301.9,0
"Ureide",2020-07-07,302.2,0
"Ureide",2020-07-08,302.2,0
"Ureide",2020-07-09,301.7,0
"Ureide",2020-07-10,302,0
"Ureide",2020-07-11,302.6,0
"Ureide",2020-07-12,302.6,0
"Ureide",2020-07-13,302.5,0
"Ureide",2020-07-14,303.4,0
"Ureide",2020-07-15,304,0
"Ureide",2020-07-16,302.8,0
"Ureide",2020-07-17,301.8,0
"Ureide",2020-07-18,302,0
